(0.60759493670886078, 0.3991769547325103)
(0.62447257383966248, 0.30452674897119342)
(0.62869198312236285, 0.29629629629629628)
(0.64135021097046419, 0.30041152263374488)
(0.64135021097046419, 0.32510288065843623)
(0.57805907172995785, 0.33744855967078191)
(0.57383966244725737, 0.35802469135802467)
(0.57805907172995785, 0.37037037037037035)
(0.56540084388185652, 0.39094650205761317)
(0.569620253164557, 0.35390946502057613)
(0.5527426160337553, 0.38271604938271603)
(0.53164556962025311, 0.44855967078189302)
(0.5527426160337553, 0.49794238683127573)
(0.50210970464135019, 0.49794238683127573)
(0.48523206751054854, 0.48971193415637859)
(0.51476793248945152, 0.51440329218106995)
(0.50632911392405067, 0.50617283950617287)
(0.51476793248945152, 0.50617283950617287)
(0.50210970464135019, 0.49382716049382713)
(0.50210970464135019, 0.49382716049382713)
(0.51476793248945152, 0.48971193415637859)
(0.48523206751054854, 0.51028806584362141)
(0.51054852320675104, 0.49382716049382713)
(0.52742616033755274, 0.48971193415637859)
(0.51476793248945152, 0.50617283950617287)
(0.51054852320675104, 0.51851851851851849)
(0.54008438818565396, 0.51851851851851849)
(0.51054852320675104, 0.50617283950617287)
(0.50210970464135019, 0.50617283950617287)
(0.52320675105485237, 0.49382716049382713)
(0.51898734177215189, 0.52263374485596703)
(0.52742616033755274, 0.49382716049382713)
(0.53164556962025311, 0.46913580246913578)
(0.53586497890295359, 0.49794238683127573)
(0.52742616033755274, 0.49794238683127573)
(0.52742616033755274, 0.48971193415637859)
(0.51898734177215189, 0.53497942386831276)
(0.47679324894514769, 0.51028806584362141)
(0.51054852320675104, 0.51440329218106995)
(0.51054852320675104, 0.50205761316872433)
(0.48945147679324896, 0.51851851851851849)
(0.48101265822784811, 0.51440329218106995)
(0.50632911392405067, 0.48971193415637859)
(0.51476793248945152, 0.51440329218106995)
(0.48945147679324896, 0.49382716049382713)
(0.52742616033755274, 0.50617283950617287)
(0.50210970464135019, 0.49382716049382713)
(0.49789029535864981, 0.48971193415637859)
(0.49789029535864981, 0.48559670781893005)
(0.51898734177215189, 0.49382716049382713)
(0.50632911392405067, 0.50205761316872433)
(0.51054852320675104, 0.49382716049382713)
(0.49789029535864981, 0.52263374485596703)
(0.47257383966244726, 0.51028806584362141)
(0.48945147679324896, 0.51440329218106995)
(0.51898734177215189, 0.49794238683127573)
(0.47257383966244726, 0.50205761316872433)
(0.47679324894514769, 0.51440329218106995)
(0.48523206751054854, 0.50617283950617287)
(0.51054852320675104, 0.51851851851851849)
(0.51476793248945152, 0.49794238683127573)
(0.51054852320675104, 0.51851851851851849)
(0.47679324894514769, 0.50617283950617287)
(0.48101265822784811, 0.49382716049382713)
(0.50632911392405067, 0.51028806584362141)
(0.48101265822784811, 0.51028806584362141)
(0.48945147679324896, 0.51851851851851849)
(0.50632911392405067, 0.49794238683127573)
(0.49367088607594939, 0.50617283950617287)
(0.48945147679324896, 0.53086419753086422)
(0.46835443037974683, 0.53909465020576131)
(0.45991561181434598, 0.53086419753086422)
(0.48945147679324896, 0.50205761316872433)
(0.48945147679324896, 0.50205761316872433)
(0.46413502109704641, 0.50617283950617287)
(0.48945147679324896, 0.50617283950617287)
(0.51054852320675104, 0.48971193415637859)
(0.46835443037974683, 0.51440329218106995)
(0.48101265822784811, 0.49382716049382713)
(0.48523206751054854, 0.51440329218106995)
(0.51476793248945152, 0.51028806584362141)
(0.50632911392405067, 0.52674897119341568)
(0.50210970464135019, 0.52263374485596703)
(0.52320675105485237, 0.52674897119341568)
(0.51054852320675104, 0.51028806584362141)
(0.51476793248945152, 0.50617283950617287)
(0.50210970464135019, 0.50617283950617287)
(0.50632911392405067, 0.51440329218106995)
(0.50210970464135019, 0.50617283950617287)
(0.51054852320675104, 0.52263374485596703)
(0.49367088607594939, 0.50617283950617287)
(0.50210970464135019, 0.50617283950617287)
(0.51054852320675104, 0.48559670781893005)
(0.49789029535864981, 0.49794238683127573)
(0.51054852320675104, 0.50205761316872433)
(0.50632911392405067, 0.51028806584362141)
(0.51898734177215189, 0.51028806584362141)
(0.49789029535864981, 0.51440329218106995)
(0.48945147679324896, 0.51028806584362141)
(0.50210970464135019, 0.51028806584362141)
(0.51054852320675104, 0.51851851851851849)
(0.49789029535864981, 0.52674897119341568)
(0.50210970464135019, 0.51440329218106995)
(0.51476793248945152, 0.50205761316872433)
(0.51476793248945152, 0.48559670781893005)
(0.50210970464135019, 0.48148148148148145)
(0.50210970464135019, 0.49382716049382713)
(0.49789029535864981, 0.50617283950617287)
(0.50632911392405067, 0.50617283950617287)
(0.51054852320675104, 0.51851851851851849)
(0.49789029535864981, 0.51440329218106995)
(0.50210970464135019, 0.52674897119341568)
(0.50632911392405067, 0.48559670781893005)
(0.49367088607594939, 0.49382716049382713)
(0.49789029535864981, 0.51440329218106995)
(0.50210970464135019, 0.50205761316872433)
(0.50210970464135019, 0.49794238683127573)
(0.49367088607594939, 0.51851851851851849)
(0.49367088607594939, 0.52263374485596703)
(0.52320675105485237, 0.53086419753086422)
(0.49789029535864981, 0.52263374485596703)
(0.48945147679324896, 0.51851851851851849)
(0.47257383966244726, 0.50617283950617287)
(0.51898734177215189, 0.50205761316872433)
(0.50210970464135019, 0.50617283950617287)
(0.50210970464135019, 0.50205761316872433)
(0.48523206751054854, 0.51851851851851849)
(0.48945147679324896, 0.53909465020576131)
(0.45991561181434598, 0.52263374485596703)
(0.49789029535864981, 0.51028806584362141)
(0.47679324894514769, 0.50617283950617287)
(0.48101265822784811, 0.52674897119341568)
(0.46835443037974683, 0.53497942386831276)
(0.46413502109704641, 0.55144032921810704)
(0.46835443037974683, 0.53909465020576131)
(0.45569620253164556, 0.51440329218106995)
(0.45991561181434598, 0.51851851851851849)
(0.46413502109704641, 0.51851851851851849)
(0.48101265822784811, 0.50617283950617287)
(0.50210970464135019, 0.52263374485596703)
(0.47679324894514769, 0.51440329218106995)
(0.46835443037974683, 0.50617283950617287)
(0.50210970464135019, 0.48971193415637859)
(0.49367088607594939, 0.51440329218106995)
(0.50210970464135019, 0.52263374485596703)
(0.50210970464135019, 0.51440329218106995)
(0.49789029535864981, 0.49382716049382713)
(0.50632911392405067, 0.49794238683127573)
(0.45991561181434598, 0.49794238683127573)
(0.47679324894514769, 0.51440329218106995)
(0.49789029535864981, 0.52263374485596703)
(0.51476793248945152, 0.50205761316872433)
(0.49789029535864981, 0.49382716049382713)
(0.49367088607594939, 0.50205761316872433)
(0.48101265822784811, 0.51851851851851849)
(0.48101265822784811, 0.51028806584362141)
(0.47679324894514769, 0.50205761316872433)
(0.45991561181434598, 0.51440329218106995)
(0.48523206751054854, 0.53909465020576131)
(0.47679324894514769, 0.51028806584362141)
(0.49367088607594939, 0.52263374485596703)
(0.51054852320675104, 0.51440329218106995)
(0.48523206751054854, 0.50205761316872433)
(0.50210970464135019, 0.51028806584362141)
(0.49367088607594939, 0.51851851851851849)
(0.48101265822784811, 0.51028806584362141)
(0.48523206751054854, 0.52263374485596703)
(0.47679324894514769, 0.50617283950617287)
(0.46413502109704641, 0.51440329218106995)
(0.50210970464135019, 0.51028806584362141)
(0.51476793248945152, 0.50205761316872433)
(0.50632911392405067, 0.51028806584362141)
(0.47679324894514769, 0.51028806584362141)
(0.51054852320675104, 0.53909465020576131)
(0.47679324894514769, 0.51851851851851849)
(0.48945147679324896, 0.52263374485596703)
(0.46835443037974683, 0.51440329218106995)
(0.49367088607594939, 0.52263374485596703)
(0.48945147679324896, 0.51851851851851849)
(0.49789029535864981, 0.52263374485596703)
(0.46835443037974683, 0.50205761316872433)
(0.49789029535864981, 0.52263374485596703)
(0.48945147679324896, 0.52263374485596703)
(0.49789029535864981, 0.53086419753086422)
(0.48945147679324896, 0.52674897119341568)
(0.48101265822784811, 0.50617283950617287)
(0.50632911392405067, 0.51440329218106995)
(0.49367088607594939, 0.52263374485596703)
(0.50210970464135019, 0.51851851851851849)
(0.50210970464135019, 0.48559670781893005)
(0.49367088607594939, 0.50617283950617287)
(0.51054852320675104, 0.51440329218106995)
(0.49789029535864981, 0.51851851851851849)
(0.47257383966244726, 0.52674897119341568)
(0.49367088607594939, 0.51851851851851849)
(0.50210970464135019, 0.51851851851851849)
(0.49789029535864981, 0.52263374485596703)
(0.47257383966244726, 0.52263374485596703)
(0.48523206751054854, 0.52674897119341568)
(0.47257383966244726, 0.52263374485596703)
(0.46835443037974683, 0.50617283950617287)
(0.48101265822784811, 0.50205761316872433)
(0.46835443037974683, 0.51028806584362141)
(0.46413502109704641, 0.53086419753086422)
(0.46413502109704641, 0.51028806584362141)
(0.45991561181434598, 0.53497942386831276)
(0.4472573839662447, 0.54732510288065839)
(0.43037974683544306, 0.52263374485596703)
(0.46835443037974683, 0.55144032921810704)
(0.45569620253164556, 0.53497942386831276)
(0.47257383966244726, 0.51851851851851849)
(0.47679324894514769, 0.52674897119341568)
(0.48523206751054854, 0.53497942386831276)
(0.49367088607594939, 0.52674897119341568)
(0.50632911392405067, 0.50617283950617287)
(0.49789029535864981, 0.50617283950617287)
(0.48945147679324896, 0.52674897119341568)
(0.48523206751054854, 0.53497942386831276)
(0.48523206751054854, 0.51851851851851849)
(0.49789029535864981, 0.51440329218106995)
(0.47679324894514769, 0.51851851851851849)
(0.48945147679324896, 0.52263374485596703)
(0.48101265822784811, 0.51851851851851849)
(0.47679324894514769, 0.51028806584362141)
(0.45569620253164556, 0.51851851851851849)
(0.46835443037974683, 0.50617283950617287)
(0.50210970464135019, 0.50617283950617287)
(0.48523206751054854, 0.51028806584362141)
(0.51054852320675104, 0.49382716049382713)
(0.51054852320675104, 0.48971193415637859)
(0.52742616033755274, 0.50617283950617287)
(0.51476793248945152, 0.51028806584362141)
(0.50632911392405067, 0.52674897119341568)
(0.50632911392405067, 0.51028806584362141)
(0.47257383966244726, 0.51028806584362141)
(0.48101265822784811, 0.51440329218106995)
(0.47679324894514769, 0.52674897119341568)
(0.47679324894514769, 0.52263374485596703)
(0.49367088607594939, 0.51440329218106995)
(0.50632911392405067, 0.53086419753086422)
(0.49367088607594939, 0.53086419753086422)
(0.46835443037974683, 0.51440329218106995)
(0.47679324894514769, 0.51028806584362141)
(0.47257383966244726, 0.49794238683127573)
(0.48523206751054854, 0.50617283950617287)
(0.49367088607594939, 0.50205761316872433)
(0.48523206751054854, 0.50205761316872433)
(0.49367088607594939, 0.51440329218106995)
(0.45569620253164556, 0.51028806584362141)
(0.47679324894514769, 0.52674897119341568)
(0.49367088607594939, 0.50617283950617287)
(0.48101265822784811, 0.50617283950617287)
(0.48945147679324896, 0.51440329218106995)
(0.51898734177215189, 0.51851851851851849)
(0.48523206751054854, 0.49794238683127573)
(0.50210970464135019, 0.51028806584362141)
(0.51476793248945152, 0.51851851851851849)
(0.50632911392405067, 0.49382716049382713)
(0.50632911392405067, 0.50617283950617287)
(0.48101265822784811, 0.51851851851851849)
(0.48945147679324896, 0.51440329218106995)
(0.49789029535864981, 0.50617283950617287)
(0.50210970464135019, 0.50617283950617287)
(0.48945147679324896, 0.51440329218106995)
(0.51476793248945152, 0.50205761316872433)
(0.49367088607594939, 0.49794238683127573)
(0.49789029535864981, 0.52263374485596703)
(0.48945147679324896, 0.51440329218106995)
(0.49367088607594939, 0.51440329218106995)
(0.48523206751054854, 0.52263374485596703)
(0.48523206751054854, 0.50617283950617287)
(0.49367088607594939, 0.50617283950617287)
(0.49789029535864981, 0.51851851851851849)
(0.48101265822784811, 0.53086419753086422)
(0.46413502109704641, 0.50205761316872433)
